src,dst,resource,value,weight
TUR,NLD,Pearls and gemstones,5.282,0.141
TUR,CUW,Agricultural products,439.157,396.964
TUR,CUW,Fossil fuels,115.374,339.772
TUR,CUW,Metals and minerals,31.66,80.378
TUR,ABW,Metals and minerals,111.744,534.82
TUR,NCL,Agricultural products,11.993,11.006
TUR,NCL,Metals and minerals,425.182,679.343
TUR,VUT,Agricultural products,28.704,96
TUR,VUT,Fossil fuels,130.868,186.62
TUR,VUT,Metals and minerals,48.432,129.76
TUR,NZL,Agricultural products,17055.75696989,6844.09281767
TUR,NZL,Fertilizers,51.827,157.44
TUR,NZL,Forestry products,123.306343,144.957946
TUR,NZL,Fossil fuels,0.882,1.175
TUR,NZL,Metals and minerals,1371.75471219,3482.71345962
TUR,NZL,Pearls and gemstones,0.535,0.001
TUR,NIC,Agricultural products,179.492,498.041
TUR,NIC,Metals and minerals,352.092,728.413
TUR,NER,Agricultural products,1244.86247434,3437.88448455
TUR,NER,Fertilizers,2.483,0.834
TUR,NER,Forestry products,51.3073969,42.4801897
TUR,NER,Fossil fuels,20.146,2.301
TUR,NER,Metals and minerals,945.31418521,1430.2983074
TUR,NGA,Agricultural products,25963.78146572,52590.52149469
TUR,NGA,Forestry products,851.0856481,1397.34404609
TUR,NGA,Fossil fuels,7352.8517241,5064.8262287
TUR,NGA,Metals and minerals,45389.394492,241349.0802859
TUR,NGA,Pearls and gemstones,NA,NA
TUR,NOR,Agricultural products,33850.28955304,12345.1313147
TUR,NOR,Fertilizers,180.803728,403.568508
TUR,NOR,Forestry products,306.14934801,211.94406652
TUR,NOR,Fossil fuels,1315.54376,5218.2008
TUR,NOR,Metals and minerals,6108.69520367,7063.30049198
TUR,NOR,Pearls and gemstones,23.802,0.009
TUR,MNP,Metals and minerals,4.183,14.654
TUR,FSM,Fossil fuels,14.306,8.457
TUR,MHL,Agricultural products,120.93,371.25
TUR,MHL,Fossil fuels,16836.964,59161.162
TUR,MHL,Metals and minerals,33.007,51.584
TUR,PLW,Fossil fuels,359.163,785.458
TUR,PAK,Agricultural products,34637.33836202,22160.94086808
TUR,PAK,Fertilizers,666.3795095,998.17216302
TUR,PAK,Forestry products,793.90223531,1385.95935244
TUR,PAK,Fossil fuels,4144.3828137,11303.5884089
TUR,PAK,Metals and minerals,10733.51673257,26297.56542189
TUR,PAK,Pearls and gemstones,NA,NA
TUR,PAN,Agricultural products,1654.48725135,2538.70856712
TUR,PAN,Fertilizers,129.477,160.452
TUR,PAN,Forestry products,75.138,110.23
TUR,PAN,Fossil fuels,13649.666,42314.078
TUR,PAN,Metals and minerals,11206.847,26452.961
TUR,PNG,Agricultural products,117.233,333.756
TUR,PRY,Agricultural products,277.49549647,100.5444131
TUR,PRY,Metals and minerals,8716.9515086,41949.01058168
TUR,PER,Agricultural products,8489.52396152,4136.55787245
TUR,PER,Fertilizers,100.2693417,31.8395456
TUR,PER,Forestry products,3578.50221,6676.60484
TUR,PER,Fossil fuels,27.367,18.595
TUR,PER,Metals and minerals,45104.85016646,111778.35202482
TUR,PHL,Agricultural products,37763.05012131,110392.57520251
TUR,PHL,Forestry products,6.777,23
TUR,PHL,Fossil fuels,244.751573,387.703103
TUR,PHL,Metals and minerals,4966.90628813,22217.99463476
TUR,PHL,Pearls and gemstones,1.5,0.667
TUR,POL,Agricultural products,198568.80258217,126177.9734247
TUR,POL,Fertilizers,55.7680187,55.6496984
TUR,POL,Forestry products,166.04567559,187.67635517
TUR,POL,Fossil fuels,680.674279,1150.851529
TUR,POL,Metals and minerals,137557.94107956,285286.75936454
TUR,POL,Pearls and gemstones,5.42505657,3.047
TUR,PRT,Agricultural products,101261.06498782,31982.70803174
TUR,PRT,Fertilizers,0.11,0.003
TUR,PRT,Forestry products,1140.1657168,376.4545337
TUR,PRT,Fossil fuels,5645.3315425,10732.2760618
TUR,PRT,Metals and minerals,80374.7822106,211354.93514378
TUR,PRT,Pearls and gemstones,NA,NA
TUR,GNB,Agricultural products,167.775,508.6
TUR,GNB,Forestry products,95.23,227.98
TUR,GNB,Fossil fuels,97.895,83.215
TUR,GNB,Metals and minerals,1665.164,3582.175
TUR,TLS,Agricultural products,44.858,57.624
TUR,QAT,Agricultural products,27101.64242382,28376.59539492
TUR,QAT,Fertilizers,155.2793627,130.22120341
TUR,QAT,Forestry products,2635.1544231,4330.0356059
TUR,QAT,Fossil fuels,12576.8792541,27623.3441283
TUR,QAT,Metals and minerals,37362.88255525,25694.99556717
TUR,QAT,Pearls and gemstones,24087.127,0.69
TUR,ROU,Agricultural products,194177.53581174999,170373.30927957
TUR,ROU,Fertilizers,7097.14781394,23851.17455
TUR,ROU,Forestry products,9209.33454331,17434.8704315
TUR,ROU,Fossil fuels,13943.2876172,48717.5282964
TUR,ROU,Metals and minerals,288776.01848445,659000.669896471
TUR,ROU,Pearls and gemstones,30.612,0.021
TUR,RUS,Agricultural products,564306.86318795,601191.90925223
TUR,RUS,Fertilizers,323.95985536,158.66800825
TUR,RUS,Forestry products,2264.41394206,2693.79111095
TUR,RUS,Fossil fuels,8803.93396,16166.7026
TUR,RUS,Metals and minerals,63026.49170913,563552.12675304
TUR,RWA,Agricultural products,1461.8842802,2864.60089428
TUR,RWA,Forestry products,352.2655398,404.8127739
TUR,RWA,Fossil fuels,46.28496131,35.76803046
TUR,RWA,Metals and minerals,3615.78558863,4463.17314726
TUR,KNA,Fossil fuels,539.164,1680.525
TUR,KNA,Metals and minerals,83.933,154.67
TUR,LCA,Metals and minerals,356.6796463,686.171765
TUR,VCT,Agricultural products,145.034,108.863
TUR,VCT,Fossil fuels,2651.853,9576.84
TUR,VCT,Metals and minerals,20.974,48.77
TUR,STP,Agricultural products,0.099,0.009
TUR,STP,Metals and minerals,136.538,328.8
TUR,SAU,Agricultural products,286791.6447962,351336.62155935
TUR,SAU,Fertilizers,1533.0349566,1458.9810715
TUR,SAU,Forestry products,4888.0827673,7125.08731
TUR,SAU,Fossil fuels,115407.0118698,282908.3247708
TUR,SAU,Metals and minerals,201030.5994579,685539.60633174
TUR,SAU,Pearls and gemstones,41.167,0.015
TUR,SEN,Agricultural products,15365.75217842,35835.07946196
TUR,SEN,Fertilizers,8.67949942,21.4035647
TUR,SEN,Forestry products,187.49317071,545.87650198
TUR,SEN,Fossil fuels,825.9601219,835.989825
TUR,SEN,Metals and minerals,42254.44198331,195214.16749163
TUR,SRB,Agricultural products,52617.7670861299,45579.62475051
TUR,SRB,Fertilizers,587.191,629.992
TUR,SRB,Forestry products,4549.96060307,9200.71133015
TUR,SRB,Fossil fuels,3886.0598999,20250.7413445
TUR,SRB,Metals and minerals,43286.48155833,53470.29130387
TUR,SYC,Agricultural products,2007.61869833,1497.56383027
TUR,SYC,Fossil fuels,46.94,181.8
TUR,SYC,Metals and minerals,2302.2895052,4653.7556393
TUR,SLE,Agricultural products,5328.53790106,15457.45450426
TUR,SLE,Forestry products,42.896,28.811
TUR,SLE,Fossil fuels,237.389043,590.676354
TUR,SLE,Metals and minerals,40104.4271058,400385.2790911
TUR,IND,Agricultural products,99426.58549933,44796.47351242
TUR,IND,Fertilizers,306.98669908,211.58988147
TUR,IND,Forestry products,8310.2456691,35330.05281573
TUR,IND,Fossil fuels,426035.5708617,1190563.81526
TUR,IND,Metals and minerals,192888.38258823,427532.14874121
TUR,IND,Pearls and gemstones,245.7001159,2.47017803
TUR,SGP,Agricultural products,15914.63058501,14626.48636914
TUR,SGP,Fertilizers,NA,NA
TUR,SGP,Forestry products,82.1305122,186.031839
TUR,SGP,Fossil fuels,160830.677,661348.547
TUR,SGP,Metals and minerals,74438.44492793,23594.10256445
TUR,SGP,Pearls and gemstones,NA,NA
TUR,SVK,Agricultural products,25565.11725963,14641.72923501
TUR,SVK,Forestry products,381.01109582,256.36589831
TUR,SVK,Fossil fuels,17.0407777,20.0955419
TUR,SVK,Metals and minerals,36174.71003245,27324.45204916
TUR,SVK,Pearls and gemstones,0.125,0.001
TUR,VNM,Agricultural products,71124.358,49891.855
TUR,VNM,Fertilizers,121.36,250.464
TUR,VNM,Forestry products,80.817,133.095
TUR,VNM,Fossil fuels,81.594,93.041
TUR,VNM,Metals and minerals,13704.54,57494.188
TUR,SVN,Agricultural products,13277.552,8309.982
TUR,SVN,Forestry products,159.673,82.693
TUR,SVN,Fossil fuels,592.81,646.342
TUR,SVN,Metals and minerals,19303.885,15545.831
TUR,SOM,Agricultural products,34518.301,86543.492
TUR,SOM,Fertilizers,12.592,7.664
TUR,SOM,Forestry products,163.986,355.854
TUR,SOM,Fossil fuels,407.066,456.293
TUR,SOM,Metals and minerals,5221.464,12477.008
TUR,ZAF,Agricultural products,15666.12970018,12983.23641691
TUR,ZAF,Fertilizers,42.07,21.001
TUR,ZAF,Forestry products,96.9496192,110.557977
TUR,ZAF,Fossil fuels,7134.67625,14125.4374
TUR,ZAF,Metals and minerals,42054.29594655,87143.20505312
TUR,ZAF,Pearls and gemstones,0.027,0.002
TUR,ZWE,Agricultural products,57.1053713,96.9376081
TUR,ZWE,Forestry products,15.6890802,12.97435029
TUR,ZWE,Metals and minerals,287.15275037,172.70146038
TUR,ESP,Agricultural products,159335.0143349,67480.22613834
TUR,ESP,Fertilizers,134.2975233,161.341947
TUR,ESP,Forestry products,375.93490186,426.91330901
TUR,ESP,Fossil fuels,58065.237902,224243.856733
TUR,ESP,Metals and minerals,381688.82062878,2350561.29056999
TUR,ESP,Pearls and gemstones,7.38215724,0.32422234
TUR,SSD,Agricultural products,92.275,293.37
TUR,SDN,Agricultural products,224698.756,607131.073
TUR,SDN,Fertilizers,228.119,197.128
TUR,SDN,Forestry products,1321.833,2522.176
TUR,SDN,Fossil fuels,301.406,189.722
TUR,SDN,Metals and minerals,3883.114,6907.257
TUR,SUR,Agricultural products,239.64880128,389.06821459
TUR,SUR,Fossil fuels,29.1441577,33.3454599
TUR,SUR,Metals and minerals,1848.07678358,16961.94519488
TUR,SWE,Agricultural products,46514.41191177,20127.8013817
TUR,SWE,Forestry products,178.3561919,141.87054971
TUR,SWE,Fossil fuels,74709.90756,201594.02775
TUR,SWE,Metals and minerals,83370.12880612,365648.88004319
TUR,SWE,Pearls and gemstones,0.744,0.011
TUR,CHE,Agricultural products,119794.32780178,24987.57772302
TUR,CHE,Fertilizers,30.4154195,57.7074231
TUR,CHE,Forestry products,187.968559,139.74189938
TUR,CHE,Fossil fuels,50919.3785,198362.056
TUR,CHE,Metals and minerals,1898799.83683811,74690.89983206
TUR,CHE,Pearls and gemstones,594.53729013,0.125
TUR,SYR,Agricultural products,372194.196,857000.785
TUR,SYR,Fertilizers,4035.744,13047.858
TUR,SYR,Forestry products,503.994,2504.208
TUR,SYR,Fossil fuels,7835.983,11151.403
TUR,SYR,Metals and minerals,96553.482,1297166.924
TUR,TJK,Agricultural products,8437.283,17822.466
TUR,TJK,Fertilizers,7.246,26.05
TUR,TJK,Forestry products,984.608,908.344
TUR,TJK,Fossil fuels,1644.25,2437.958
TUR,TJK,Metals and minerals,1293.878,1086.543
TUR,THA,Agricultural products,24699.49695563,38261.7055101
TUR,THA,Fertilizers,313.716,86.134
TUR,THA,Forestry products,134.1094859,297.9143789
TUR,THA,Fossil fuels,144.117839,161.798354
TUR,THA,Metals and minerals,27927.07905986,97801.98669993
TUR,THA,Pearls and gemstones,60.1075,0.302
TUR,TGO,Agricultural products,1536.3157969,2423.96526754
TUR,TGO,Fertilizers,2.64,7
TUR,TGO,Forestry products,117.413,27.188
TUR,TGO,Fossil fuels,534.930943,1236.24166
TUR,TGO,Metals and minerals,12023.01545159,130224.19470074
TUR,TON,Agricultural products,40.564,150.318
TUR,TON,Fossil fuels,93.068,71.105
TUR,TTO,Agricultural products,621.611,1070.683
TUR,TTO,Fossil fuels,83.011,70.3
TUR,TTO,Metals and minerals,18486.885,44772.748
TUR,ARE,Agricultural products,125960.44148997,145585.49933787
TUR,ARE,Fertilizers,56.233,67.24
TUR,ARE,Forestry products,2920.57123783,2892.27101449
TUR,ARE,Fossil fuels,182669.52842673,405213.9461354
TUR,ARE,Metals and minerals,2622599.90226916,1387754.11562023
TUR,ARE,Pearls and gemstones,10553.8775,0.03817294
TUR,TUN,Agricultural products,43494.35224461,22273.13595782
TUR,TUN,Fertilizers,1348.72652942,2039.2800701
TUR,TUN,Forestry products,3596.9515815,6115.5126458
TUR,TUN,Fossil fuels,61107.9554514,158664.3793909
TUR,TUN,Metals and minerals,150809.77805522,426976.91179796
TUR,TUN,Pearls and gemstones,3.9065697,0.00507946
TUR,TKM,Agricultural products,28613.028,28022.04
TUR,TKM,Fertilizers,863.676,664.57
TUR,TKM,Forestry products,21999.231,44443.868
TUR,TKM,Fossil fuels,9610.378,6583.782
TUR,TKM,Metals and minerals,88948.966,115823.459
TUR,TCA,Fossil fuels,1.991,1.08
TUR,TCA,Metals and minerals,32.585,45
TUR,TUV,Fossil fuels,275.065,1068.137
TUR,UGA,Agricultural products,1125.0273839,2077.45701367
TUR,UGA,Fertilizers,0.329,0.091
TUR,UGA,Forestry products,26.706,81.541
TUR,UGA,Fossil fuels,373.774446,207.907754
TUR,UGA,Metals and minerals,1340.19309033,2561.19941082
TUR,UKR,Agricultural products,203405.031,291151.75
TUR,UKR,Fertilizers,2895.69,2315.052
TUR,UKR,Forestry products,1522.735,1553.318
TUR,UKR,Fossil fuels,18771.446,34662.493
TUR,UKR,Metals and minerals,59768.628,278880.359
TUR,UKR,Pearls and gemstones,94.343,0.007
TUR,MKD,Agricultural products,21346.39093803,21608.00157085
TUR,MKD,Fertilizers,198.78552828,165.89516516
TUR,MKD,Forestry products,7786.22754082,16934.90845976
TUR,MKD,Fossil fuels,947.28385457,3826.04275834
TUR,MKD,Metals and minerals,21009.8841332,45449.97131272
TUR,EGY,Agricultural products,100691.50327323,70858.28108359
TUR,EGY,Fertilizers,2194.901353,1977.116175
TUR,EGY,Forestry products,8506.87496658,8599.8342948
TUR,EGY,Fossil fuels,523969.53575868,763578.87490755
TUR,EGY,Metals and minerals,506617.60253645,1204957.72100624
TUR,EGY,Pearls and gemstones,NA,NA
TUR,GBR,Agricultural products,361422.215328819,245810.2704332
TUR,GBR,Fertilizers,21.362,46.288
TUR,GBR,Forestry products,858.53444163,1107.12643583
TUR,GBR,Fossil fuels,116884.45488143,254608.99277422
TUR,GBR,Metals and minerals,3407300.09777595,447712.53103359
TUR,GBR,Pearls and gemstones,30.24483909,0.04003368
TUR,TZA,Agricultural products,11076.11556477,25559.68288636
TUR,TZA,Forestry products,146.50925198,270.90343585
TUR,TZA,Fossil fuels,1034.5481529,1507.0781678
TUR,TZA,Metals and minerals,6991.20218957,25237.23429619
TUR,USA,Agricultural products,706935.40441056,545621.61992032
TUR,USA,Fertilizers,176.6763731,303.1886253
TUR,USA,Forestry products,3869.47901884,2622.73453927
TUR,USA,Fossil fuels,82794.51763,162995.30258
TUR,USA,Metals and minerals,1244569.68471098,4412816.81424158
TUR,USA,Pearls and gemstones,2928.004,3.493
TUR,BFA,Agricultural products,1057.06171867,2161.36687582
TUR,BFA,Fertilizers,133.192,186
TUR,BFA,Forestry products,12.15,11.515
TUR,BFA,Fossil fuels,191.029441,123.16965
TUR,BFA,Metals and minerals,26720.3138569,412276.69013312
TUR,URY,Agricultural products,336.3989357,104.23680588
TUR,URY,Fossil fuels,32.2326566,23.2689886
TUR,URY,Metals and minerals,16464.66737603,98536.66789523
TUR,UZB,Agricultural products,19661.383,10328.095
TUR,UZB,Fertilizers,358.817,197.463
TUR,UZB,Forestry products,3161.472,1420.092
TUR,UZB,Fossil fuels,4841.484,6981.629
TUR,UZB,Metals and minerals,11223.324,6828.325
TUR,VEN,Agricultural products,1033.278,1233.478
TUR,VEN,Fossil fuels,185.846,88.444
TUR,VEN,Metals and minerals,897.47,2759.229
TUR,WSM,Agricultural products,552.651,1614.265
TUR,WSM,Metals and minerals,21.6446498,3.3293971
TUR,YEM,Agricultural products,33990.526,92177.083
TUR,YEM,Fertilizers,2267.865,1931.562
TUR,YEM,Fossil fuels,1399.477,891.868
TUR,YEM,Metals and minerals,257048.475,1165816.438
TUR,ZMB,Agricultural products,22.825,17.382
TUR,ZMB,Forestry products,29.039,52.893
TUR,ZMB,Metals and minerals,156.92,34.961
TKM,AFG,Agricultural products,43968.563,128488.005
TKM,AFG,Fossil fuels,237992.023,553918.561
TKM,AZE,Fossil fuels,31829.874,22062.321
TKM,ARM,Agricultural products,135.087,111.882
TKM,ARM,Fossil fuels,3919.642,8392.253
TKM,BEL,Agricultural products,1061.723,1033.084
TKM,BEL,Metals and minerals,NA,NA
TKM,BGR,Agricultural products,316.928,172.129
TKM,BGR,Fertilizers,9082.958,44447.882
TKM,BLR,Agricultural products,813.5,441.523
TKM,BLR,Fossil fuels,386.1,562.585
TKM,CAN,Agricultural products,2.407,2.5
TKM,CHN,Agricultural products,40750.406,58342.654
TKM,CHN,Fossil fuels,5480969.398,21635770.48
TKM,CHN,Metals and minerals,35259.315,316130.976
TKM,CZE,Agricultural products,90.033,57.695
TKM,ETH,Metals and minerals,9.35,23.083
TKM,FRA,Agricultural products,3938.433,774.525
TKM,FRA,Fossil fuels,30000.027,78492.803
TKM,GEO,Agricultural products,2.904,0.007
TKM,GEO,Fertilizers,41.979,157.213
TKM,GEO,Fossil fuels,71671.795,165387.407
TKM,GEO,Metals and minerals,NA,NA
TKM,DEU,Agricultural products,652.694,100
TKM,DEU,Fossil fuels,49452.401,161411.03
TKM,DEU,Metals and minerals,0.897,0.54
TKM,GRC,Fossil fuels,43138.471,107029.608
TKM,HKG,Agricultural products,268.632,327.536
TKM,HKG,Metals and minerals,NA,NA
TKM,HKG,Pearls and gemstones,NA,NA
TKM,HUN,Agricultural products,33.382,19.228
TKM,HUN,Fertilizers,1364.873,6256.77
TKM,IDN,Agricultural products,NA,NA
TKM,IDN,Metals and minerals,2007.186,17329.686
TKM,ITA,Agricultural products,590.427,294.745
TKM,ITA,Fossil fuels,418351.784,1256276.998
TKM,JPN,Agricultural products,24.592,4
TKM,KAZ,Agricultural products,1927.738,3513.751
TKM,KAZ,Fossil fuels,195076.29,844449.449
TKM,KAZ,Metals and minerals,904.216,7759
TKM,KGZ,Agricultural products,856.792,964.207
TKM,KGZ,Fertilizers,1062.419,4998.836
TKM,LTU,Agricultural products,92.515,76.586
TKM,MYS,Agricultural products,677.258,505.926
TKM,MYS,Metals and minerals,NA,NA
TKM,MEX,Fossil fuels,628.2,897.43
TKM,MDA,Agricultural products,4.587,0.283
TKM,MAR,Agricultural products,10.037,6.02
TKM,MAR,Fossil fuels,20.24,39.18
TKM,NLD,Agricultural products,1.049,0.447
TKM,NLD,Fertilizers,0.011,0.025
TKM,NLD,Forestry products,0.027,0.093
TKM,NLD,Fossil fuels,0.637,0.983
TKM,NLD,Metals and minerals,0.266,0.408
TKM,NLD,Pearls and gemstones,NA,NA
TKM,PAK,Agricultural products,23067.124,12028.517
TKM,PAK,Metals and minerals,1536.911,8302
TKM,POL,Agricultural products,1988.397,1088.663
TKM,PRT,Agricultural products,990.937,787.757
TKM,ROU,Fertilizers,5076.729,21919.022
TKM,ROU,Fossil fuels,98895.893,320837.996
TKM,RUS,Agricultural products,37267.434,24772.388
TKM,RUS,Fossil fuels,10011.724,63428.677
TKM,RUS,Metals and minerals,NA,NA
TKM,SRB,Agricultural products,153.512,123.431
TKM,IND,Agricultural products,18145.341,10209.484
TKM,IND,Fertilizers,41.985,202
TKM,IND,Metals and minerals,401.439,3255.52
TKM,SGP,Agricultural products,499.343,287.72
TKM,ESP,Agricultural products,45.867,37.551
TKM,CHE,Agricultural products,0.146,0.022
TKM,THA,Agricultural products,2685.885,1653.667
TKM,THA,Fertilizers,0.125,0.01
TKM,THA,Metals and minerals,96.722,698.898
TKM,ARE,Agricultural products,3803.838,778.913
TKM,ARE,Fossil fuels,763.239,2743.986
TKM,ARE,Metals and minerals,NA,NA
TKM,TUR,Agricultural products,339171.689,200186.982
TKM,TUR,Fertilizers,13799.989,68301.652
TKM,TUR,Fossil fuels,18694.461,49859.827
TKM,TUR,Metals and minerals,718.11,7706.439
TKM,MKD,Agricultural products,792.939,366.753
TKM,EGY,Agricultural products,815.872,441.611
TKM,GBR,Agricultural products,26.166,17.811
TKM,GBR,Fossil fuels,8512.714,29108.945
TKM,GBR,Metals and minerals,NA,NA
TKM,TZA,Metals and minerals,12.608,52
TKM,USA,Agricultural products,1125.859,185
TKM,USA,Fossil fuels,4750.628,11832.386
TCA,AZE,Metals and minerals,NA,NA
TCA,BIH,Agricultural products,NA,NA
TCA,KHM,Forestry products,NA,NA
TCA,CAN,Agricultural products,NA,NA
TCA,CPV,Agricultural products,4.074,2
TCA,CPV,Metals and minerals,NA,NA
TCA,CAF,Agricultural products,58.687,201.757
TCA,CAF,Metals and minerals,426.247,850.084
TCA,LKA,Agricultural products,NA,NA
TCA,CZE,Agricultural products,NA,NA
TCA,BEN,Metals and minerals,11.042,28.4
TCA,DOM,Metals and minerals,38.472,117.849
TCA,FRA,Agricultural products,NA,NA
TCA,GUY,Fossil fuels,4.728,10.8
TCA,IRL,Agricultural products,52.116,13.623
TCA,JAM,Agricultural products,108.716,26.9
TCA,JPN,Agricultural products,NA,NA
TCA,KOR,Agricultural products,7.286,0.283
TCA,MLI,Agricultural products,8.714,21.576
TCA,NLD,Agricultural products,NA,NA
TCA,NER,Agricultural products,17.309,28
TCA,PAK,Agricultural products,24.736,7.405
TCA,PHL,Agricultural products,NA,NA
TCA,POL,Agricultural products,NA,NA
TCA,RWA,Metals and minerals,NA,NA
TCA,LCA,Metals and minerals,0.155,0.85
TCA,SYC,Agricultural products,NA,NA
TCA,SYC,Metals and minerals,13.279,26.32
TCA,SVK,Agricultural products,NA,NA
TCA,SVK,Fertilizers,NA,NA
TCA,SVK,Metals and minerals,49.104,30.207
TCA,SVK,Pearls and gemstones,NA,NA
TCA,ZAF,Agricultural products,NA,NA
TCA,ZWE,Agricultural products,8637.826,15900.19
TCA,UGA,Metals and minerals,NA,NA
TCA,TZA,Metals and minerals,NA,NA
TCA,USA,Agricultural products,3343.764,207.736
TCA,USA,Forestry products,NA,NA
TCA,USA,Metals and minerals,65.269,167.332
TCA,USA,Pearls and gemstones,NA,NA
TCA,BFA,Metals and minerals,2.178,67
TUV,FJI,Agricultural products,4.533,25.74
TUV,FJI,Fossil fuels,NA,NA
TUV,JPN,Agricultural products,2043.167,433.49
TUV,MEX,Metals and minerals,NA,NA
TUV,PAK,Agricultural products,NA,NA
TUV,THA,Agricultural products,6741.24,4874.858
UGA,ALB,Agricultural products,240.464,95.868
UGA,DZA,Agricultural products,3682.24035,1117.55382
UGA,AGO,Agricultural products,983.188,830.165
UGA,ARG,Agricultural products,7.474,0.961
UGA,AUS,Agricultural products,1008.14109567,276.05415173
UGA,AUS,Metals and minerals,99.496234,261.33198
UGA,BHR,Agricultural products,1394.16066073,266.23495962
UGA,BHR,Fossil fuels,545.554,888.483
UGA,BHR,Metals and minerals,1.452,0.133
UGA,BGD,Agricultural products,654.486,790.959
UGA,ARM,Agricultural products,39.830644,18.9693425
UGA,BRB,Agricultural products,4.368,0.61
UGA,BEL,Agricultural products,63512.91310098,25867.37745949
UGA,BEL,Metals and minerals,37.5193392,88.2740262
UGA,BIH,Agricultural products,732.3,348.885
UGA,BIH,Forestry products,6.284,4.3
UGA,BWA,Agricultural products,0.008,0.005
UGA,BRA,Agricultural products,3.899,0.036
UGA,BRA,Metals and minerals,7.228,1.043
UGA,BGR,Agricultural products,716.985596,336.103817
UGA,MMR,Agricultural products,179.943,600.62
UGA,BDI,Agricultural products,9255.159,15247.496
UGA,BDI,Fertilizers,196.187,314.775
UGA,BDI,Forestry products,403.249,530.4
UGA,BDI,Fossil fuels,3.799,1.503
UGA,BDI,Metals and minerals,11936.231,14814.624
UGA,BLR,Agricultural products,1766.82916441,1330.78419971
UGA,KHM,Forestry products,127.508,154
UGA,CAN,Agricultural products,5477.8363851,1075.02505063
UGA,CAN,Metals and minerals,0.218,0.011
UGA,CPV,Agricultural products,400.660077,200.376938
UGA,CAF,Agricultural products,147.827,201.45
UGA,CAF,Metals and minerals,45.817,230.04
UGA,LKA,Agricultural products,276.010625,87.443507
UGA,LKA,Metals and minerals,2385.785,1422.996
UGA,CHL,Agricultural products,142.94546031,19.96505051
UGA,CHN,Agricultural products,29937.2307721,23075.0579984
UGA,CHN,Forestry products,12.838,24.5
UGA,CHN,Metals and minerals,484.15432,250.9629663
UGA,COL,Agricultural products,0.886,0.014
UGA,COD,Agricultural products,55984.379,85829.13
UGA,COD,Fertilizers,4.166,30.05
UGA,COD,Forestry products,107.958,133.155
UGA,COD,Fossil fuels,4470.485,1983.459
UGA,COD,Metals and minerals,36943.705,163751.015
UGA,CRI,Agricultural products,0.61004949,0.03519075
UGA,HRV,Agricultural products,716.239831,409.048128
UGA,CUB,Agricultural products,187.727,36
UGA,CYP,Agricultural products,419.322407,74.520676
UGA,CZE,Agricultural products,1084.878363,197.724408
UGA,DNK,Agricultural products,620.9324499,253.6726691
UGA,DOM,Agricultural products,43.339,7.256
UGA,ECU,Agricultural products,1.5,11.25
UGA,ETH,Agricultural products,73.962,3.735
UGA,EST,Agricultural products,209.716,119.359
UGA,FIN,Agricultural products,1533.28429,574.466134
UGA,FRA,Agricultural products,13440.2401601,5950.88458589
UGA,FRA,Fossil fuels,1.241,0.134
UGA,FRA,Metals and minerals,0.502,0.736
UGA,PSE,Agricultural products,41.918,11.765
UGA,DEU,Agricultural products,75924.31630652,35710.18184249
UGA,DEU,Fossil fuels,0.157,0.203
UGA,DEU,Metals and minerals,307.0725674,91.4434003
UGA,GHA,Agricultural products,8.804,1.451
UGA,GHA,Metals and minerals,0.025,0.005
UGA,GRC,Agricultural products,3796.967415,1041.38944724
UGA,GRL,Agricultural products,0.829,0.091
UGA,HND,Agricultural products,279.161,52.05
UGA,HKG,Agricultural products,44413.96246373,3773.83690448
UGA,HKG,Metals and minerals,81.824,2.085
UGA,HUN,Agricultural products,863.31681775,226.6788917
UGA,ISL,Agricultural products,25.297,2.127
UGA,IDN,Agricultural products,14428.07018,6091.75252
UGA,IRN,Agricultural products,7.48,40
UGA,IRL,Agricultural products,340.974889,118.2153051
UGA,IRL,Metals and minerals,27.208,1.553
UGA,ISR,Agricultural products,4545.032178,976.824239
UGA,ISR,Fossil fuels,0.015,0.019
UGA,ISR,Metals and minerals,29.858,18.2
UGA,ITA,Agricultural products,105422.039198,49079.5102024
UGA,ITA,Metals and minerals,0.566,16
UGA,JPN,Agricultural products,7324.21639963,3739.13457768
UGA,JPN,Metals and minerals,371.4978139,394.09999
UGA,KAZ,Agricultural products,126.0598368,20.65376334
UGA,JOR,Agricultural products,2201.3035,359.936144
UGA,KEN,Agricultural products,284990.588,622179.77
UGA,KEN,Fertilizers,8.716,10.3
UGA,KEN,Forestry products,21814.592,28082.174
UGA,KEN,Fossil fuels,323.083,153.483
UGA,KEN,Metals and minerals,6647.75,18912.896
UGA,PRK,Agricultural products,1335.027,788.403
UGA,KOR,Agricultural products,6168.056209,2303.79039138
UGA,KOR,Metals and minerals,353.973,0.01
UGA,KWT,Agricultural products,347.9906551,77.5252297
UGA,KWT,Metals and minerals,0.165,0.007
UGA,LBN,Agricultural products,2923.19205,506.828765
UGA,LVA,Agricultural products,265.150256,127.450506
UGA,LTU,Agricultural products,824.652,140.04
UGA,LUX,Agricultural products,1939.103,483.168
UGA,LUX,Metals and minerals,61.029,37
UGA,MAC,Agricultural products,398.302,3.015
UGA,MWI,Agricultural products,45.302,2.374
UGA,MYS,Agricultural products,22598.9926254,8434.5347278
UGA,MDV,Agricultural products,639.814,252.409
UGA,MLI,Agricultural products,64.9765015,75.8349516
UGA,MLT,Agricultural products,67.5132094,14.97170663
UGA,MRT,Agricultural products,27.3238368,18.9751442
